ID,OwnerOrTenant,HouseholdCharacteristics,DwellingCharacteristics,Accuracy,Periods,TotalHousingCosts_1,NetRentOrMortgage_2,AdditionalHousingCosts_3,HousingCostRatio_4,NonSkewedRent_5,SkewedTowardsCheapRent_6,SkewedTowardsExpensiveRent_7
17178,A025404,3000848,2060110,MOG0095,2018JJ00,647.0,472.0,173.0,34.0,77.6,7.1,9.1
17179,A025404,3000848,2060110,MOG0095,2021JJ00,663.0,504.0,157.0,32.6,73.6,5.5,13.2
17180,A025404,3000848,2060110,MBG0095,2012JJ00,588.0,407.0,183.0,33.8,83.5,15.4,7.0
17181,A025404,3000848,2060110,MBG0095,2015JJ00,635.0,461.0,176.0,35.9,83.4,11.5,11.1
17182,A025404,3000848,2060110,MBG0095,2018JJ00,673.0,496.0,179.0,35.8,82.7,10.7,13.2
17183,A025404,3000848,2060110,MBG0095,2021JJ00,694.0,532.0,164.0,34.6,80.1,9.1,19.1
17184,A025404,3000848,2060120,MW00000,2012JJ00,684.0,490.0,194.0,33.4,72.3,19.7,8.1
17185,A025404,3000848,2060120,MW00000,2015JJ00,726.0,539.0,187.0,37.6,72.2,11.5,16.3
17186,A025404,3000848,2060120,MW00000,2018JJ00,769.0,584.0,185.0,37.0,78.3,8.8,13.0
17187,A025404,3000848,2060120,MW00000,2021JJ00,792.0,620.0,172.0,36.3,74.7,4.7,20.5
17188,A025404,3000848,2060120,MOG0095,2012JJ00,664.0,471.0,189.0,31.8,68.1,16.4,5.8
17189,A025404,3000848,2060120,MOG0095,2015JJ00,702.0,517.0,182.0,35.6,67.7,9.0,12.9
17190,A025404,3000848,2060120,MOG0095,2018JJ00,743.0,559.0,180.0,35.4,73.9,6.4,10.0
17191,A025404,3000848,2060120,MOG0095,2021JJ00,762.0,591.0,166.0,34.3,69.6,3.0,16.3
17192,A025404,3000848,2060120,MBG0095,2012JJ00,703.0,509.0,199.0,35.0,76.1,23.4,11.0
17193,A025404,3000848,2060120,MBG0095,2015JJ00,749.0,561.0,192.0,39.5,76.2,14.6,20.4
17194,A025404,3000848,2060120,MBG0095,2018JJ00,795.0,609.0,190.0,38.7,82.0,12.0,16.6
17195,A025404,3000848,2060120,MBG0095,2021JJ00,823.0,650.0,178.0,38.3,79.3,7.4,25.5
17196,A025404,3000848,2060130,MW00000,2012JJ00,818.0,593.0,226.0,34.4,76.3,13.6,10.1
17197,A025404,3000848,2060130,MW00000,2015JJ00,941.0,736.0,205.0,35.0,75.1,14.6,10.3
17198,A025404,3000848,2060130,MW00000,2018JJ00,852.0,653.0,198.0,39.2,85.3,5.4,9.3
17199,A025404,3000848,2060130,MW00000,2021JJ00,926.0,758.0,168.0,34.8,78.9,5.7,15.4
17200,A025404,3000848,2060130,MOG0095,2012JJ00,743.0,520.0,209.0,30.0,66.5,8.2,5.2
17201,A025404,3000848,2060130,MOG0095,2015JJ00,853.0,655.0,190.0,31.3,64.6,8.5,5.3
17202,A025404,3000848,2060130,MOG0095,2018JJ00,793.0,597.0,188.0,35.3,78.0,2.6,5.2
17203,A025404,3000848,2060130,MOG0095,2021JJ00,859.0,691.0,159.0,32.1,70.9,3.1,10.0
17204,A025404,3000848,2060130,MBG0095,2012JJ00,894.0,666.0,243.0,38.7,83.9,21.6,18.9
17205,A025404,3000848,2060130,MBG0095,2015JJ00,1029.0,818.0,220.0,38.6,83.2,23.9,19.2
17206,A025404,3000848,2060130,MBG0095,2018JJ00,911.0,710.0,209.0,43.1,90.5,10.7,16.0
17207,A025404,3000848,2060130,MBG0095,2021JJ00,993.0,825.0,177.0,37.5,85.1,10.3,23.2
17208,A025404,3000848,ZW25799,MW00000,2012JJ00,546.0,367.0,179.0,33.7,81.0,14.4,4.6
17209,A025404,3000848,ZW25799,MW00000,2015JJ00,584.0,410.0,174.0,35.9,82.2,12.2,5.6
17210,A025404,3000848,ZW25799,MW00000,2018JJ00,628.0,449.0,178.0,35.7,83.7,7.3,9.0
17211,A025404,3000848,ZW25799,MW00000,2021JJ00,658.0,493.0,165.0,34.1,85.6,6.1,8.3
17212,A025404,3000848,ZW25799,MOG0095,2012JJ00,520.0,342.0,173.0,31.8,76.6,11.2,2.9
17213,A025404,3000848,ZW25799,MOG0095,2015JJ00,558.0,386.0,169.0,33.7,77.7,9.2,3.5
17214,A025404,3000848,ZW25799,MOG0095,2018JJ00,598.0,421.0,173.0,33.5,79.1,4.9,6.2
17215,A025404,3000848,ZW25799,MOG0095,2021JJ00,620.0,455.0,159.0,32.2,80.7,3.9,5.4
17216,A025404,3000848,ZW25799,MBG0095,2012JJ00,573.0,392.0,186.0,35.6,84.7,18.3,7.5
17217,A025404,3000848,ZW25799,MBG0095,2015JJ00,610.0,434.0,180.0,38.2,85.9,16.1,8.9
17218,A025404,3000848,ZW25799,MBG0095,2018JJ00,658.0,477.0,184.0,37.8,87.5,10.6,13.0
17219,A025404,3000848,ZW25799,MBG0095,2021JJ00,697.0,531.0,172.0,36.1,89.4,9.4,12.7
17220,A025404,3000848,ZW10412,MW00000,2012JJ00,552.0,366.0,186.0,33.1,84.7,11.2,4.1
17221,A025404,3000848,ZW10412,MW00000,2015JJ00,576.0,396.0,180.0,35.4,86.1,9.1,4.7
17222,A025404,3000848,ZW10412,MW00000,2018JJ00,591.0,410.0,181.0,34.7,87.8,8.6,3.6
17223,A025404,3000848,ZW10412,MW00000,2021JJ00,609.0,443.0,166.0,32.3,82.9,9.4,7.7
17224,A025404,3000848,ZW10412,MOG0095,2012JJ00,542.0,357.0,183.0,32.2,82.5,9.5,3.0
17225,A025404,3000848,ZW10412,MOG0095,2015JJ00,565.0,386.0,177.0,34.6,83.9,7.6,3.5
17226,A025404,3000848,ZW10412,MOG0095,2018JJ00,579.0,399.0,178.0,33.7,85.4,6.9,2.5
17227,A025404,3000848,ZW10412,MOG0095,2021JJ00,593.0,428.0,161.0,31.1,79.5,7.3,5.6
17228,A025404,3000848,ZW10412,MBG0095,2012JJ00,562.0,375.0,189.0,34.0,86.7,13.1,5.6
17229,A025404,3000848,ZW10412,MBG0095,2015JJ00,586.0,406.0,183.0,36.2,88.1,11.0,6.3
17230,A025404,3000848,ZW10412,MBG0095,2018JJ00,604.0,421.0,185.0,35.8,89.9,10.7,5.2
17231,A025404,3000848,ZW10412,MBG0095,2021JJ00,625.0,458.0,170.0,33.5,85.9,11.9,10.6
17232,A025404,3000848,ZW10413,MW00000,2012JJ00,585.0,407.0,178.0,32.6,78.8,15.4,5.8
17233,A025404,3000848,ZW10413,MW00000,2015JJ00,624.0,451.0,173.0,36.2,79.2,9.4,11.4
17234,A025404,3000848,ZW10413,MW00000,2018JJ00,626.0,448.0,178.0,35.1,84.0,8.7,7.3
17235,A025404,3000848,ZW10413,MW00000,2021JJ00,666.0,500.0,165.0,34.4,81.2,5.7,13.1
17236,A025404,3000848,ZW10413,MOG0095,2012JJ00,572.0,395.0,174.0,31.7,75.7,13.0,4.3
17237,A025404,3000848,ZW10413,MOG0095,2015JJ00,611.0,439.0,170.0,35.3,76.3,7.7,9.4
17238,A025404,3000848,ZW10413,MOG0095,2018JJ00,611.0,434.0,175.0,34.1,81.3,6.9,5.6
17239,A025404,3000848,ZW10413,MOG0095,2021JJ00,646.0,482.0,161.0,33.0,77.5,4.2,10.3
17240,A025404,3000848,ZW10413,MBG0095,2012JJ00,599.0,419.0,182.0,33.5,81.6,18.2,7.7
17241,A025404,3000848,ZW10413,MBG0095,2015JJ00,638.0,463.0,177.0,37.1,81.8,11.6,13.7
17242,A025404,3000848,ZW10413,MBG0095,2018JJ00,641.0,462.0,181.0,36.1,86.4,10.8,9.4
17243,A025404,3000848,ZW10413,MBG0095,2021JJ00,685.0,519.0,169.0,35.8,84.4,7.8,16.5
17244,A025404,3000848,ZW10414,MW00000,2012JJ00,600.0,434.0,166.0,34.1,81.6,11.4,7.0
17245,A025404,3000848,ZW10414,MW00000,2015JJ00,654.0,492.0,161.0,36.3,80.5,8.8,10.7
17246,A025404,3000848,ZW10414,MW00000,2018JJ00,656.0,497.0,159.0,36.6,85.8,7.0,7.2
17247,A025404,3000848,ZW10414,MW00000,2021JJ00,664.0,518.0,146.0,33.8,84.9,6.2,8.9
17248,A025404,3000848,ZW10414,MOG0095,2012JJ00,584.0,419.0,162.0,33.1,78.6,9.3,5.4
17249,A025404,3000848,ZW10414,MOG0095,2015JJ00,636.0,476.0,158.0,35.2,77.1,6.9,8.3
17250,A025404,3000848,ZW10414,MOG0095,2018JJ00,637.0,479.0,156.0,35.4,82.6,5.2,5.2
17251,A025404,3000848,ZW10414,MOG0095,2021JJ00,637.0,493.0,142.0,32.3,80.9,4.1,6.3
17252,A025404,3000848,ZW10414,MBG0095,2012JJ00,615.0,448.0,170.0,35.0,84.2,13.9,9.2
17253,A025404,3000848,ZW10414,MBG0095,2015JJ00,672.0,509.0,165.0,37.4,83.5,11.1,13.7
17254,A025404,3000848,ZW10414,MBG0095,2018JJ00,676.0,515.0,163.0,37.8,88.5,9.4,9.7
17255,A025404,3000848,ZW10414,MBG0095,2021JJ00,690.0,542.0,150.0,35.3,88.3,9.3,12.2
17256,A025404,3000848,ZW10415,MW00000,2012JJ00,619.0,452.0,167.0,34.3,85.7,8.2,6.1
17257,A025404,3000848,ZW10415,MW00000,2015JJ00,685.0,515.0,170.0,37.6,77.8,5.5,16.7
17258,A025404,3000848,ZW10415,MW00000,2018JJ00,710.0,542.0,168.0,37.3,79.4,4.5,16.2
17259,A025404,3000848,ZW10415,MW00000,2021JJ00,769.0,622.0,147.0,36.4,69.8,4.0,26.2
17260,A025404,3000848,ZW10415,MOG0095,2012JJ00,570.0,407.0,156.0,31.0,76.7,4.2,2.5
17261,A025404,3000848,ZW10415,MOG0095,2015JJ00,652.0,483.0,164.0,35.3,71.8,3.2,12.3
17262,A025404,3000848,ZW10415,MOG0095,2018JJ00,684.0,517.0,164.0,35.8,74.8,2.8,12.6
17263,A025404,3000848,ZW10415,MOG0095,2021JJ00,740.0,594.0,143.0,35.0,64.8,2.5,21.8
17264,A025404,3000848,ZW10415,MBG0095,2012JJ00,668.0,496.0,178.0,37.5,91.6,15.4,14.2
17265,A025404,3000848,ZW10415,MBG0095,2015JJ00,719.0,548.0,176.0,39.9,82.8,9.4,22.2
17266,A025404,3000848,ZW10415,MBG0095,2018JJ00,736.0,567.0,173.0,38.8,83.3,7.1,20.5
17267,A025404,3000848,ZW10415,MBG0095,2021JJ00,799.0,651.0,152.0,37.8,74.4,6.2,31.1
17268,A025404,3000848,ZW10270,MW00000,2012JJ00,590.0,396.0,194.0,32.1,80.2,14.1,5.7
17269,A025404,3000848,ZW10270,MW00000,2015JJ00,638.0,453.0,186.0,35.5,79.9,9.9,10.1
17270,A025404,3000848,ZW10270,MW00000,2018JJ00,657.0,471.0,186.0,34.3,83.9,8.6,7.5
17271,A025404,3000848,ZW10270,MW00000,2021JJ00,692.0,518.0,173.0,33.7,78.9,7.0,14.1
17272,A025404,3000848,ZW10270,MOG0095,2012JJ00,581.0,388.0,192.0,31.5,78.3,12.5,4.6
17273,A025404,3000848,ZW10270,MOG0095,2015JJ00,628.0,443.0,183.0,34.8,77.9,8.6,8.7
17274,A025404,3000848,ZW10270,MOG0095,2018JJ00,645.0,460.0,183.0,33.7,82.0,7.3,6.3
17275,A025404,3000848,ZW10270,MOG0095,2021JJ00,677.0,504.0,170.0,32.8,76.3,5.8,12.0
17276,A025404,3000848,ZW10270,MBG0095,2012JJ00,599.0,404.0,197.0,32.8,82.1,15.8,7.0
17277,A025404,3000848,ZW10270,MBG0095,2015JJ00,649.0,462.0,188.0,36.2,81.8,11.4,11.8
17278,A025404,3000848,ZW10270,MBG0095,2018JJ00,668.0,482.0,188.0,35.0,85.7,10.0,9.0
17279,A025404,3000848,ZW10270,MBG0095,2021JJ00,706.0,532.0,176.0,34.5,81.3,8.5,16.4
17280,A025404,3000848,ZW10280,MW00000,2012JJ00,553.0,394.0,159.0,34.6,84.0,11.1,5.0
17281,A025404,3000848,ZW10280,MW00000,2015JJ00,587.0,429.0,158.0,36.5,84.3,8.6,7.1
17282,A025404,3000848,ZW10280,MW00000,2018JJ00,603.0,441.0,162.0,37.0,86.1,6.7,7.2
17283,A025404,3000848,ZW10280,MW00000,2021JJ00,637.0,494.0,144.0,34.4,83.1,6.1,10.8
17284,A025404,3000848,ZW10280,MOG0095,2012JJ00,541.0,383.0,156.0,33.8,81.9,9.5,3.9
17285,A025404,3000848,ZW10280,MOG0095,2015JJ00,577.0,419.0,156.0,35.8,82.3,7.2,5.9
17286,A025404,3000848,ZW10280,MOG0095,2018JJ00,591.0,430.0,159.0,36.1,84.0,5.4,5.8
17287,A025404,3000848,ZW10280,MOG0095,2021JJ00,621.0,478.0,141.0,33.4,80.5,4.8,8.9
17288,A025404,3000848,ZW10280,MBG0095,2012JJ00,565.0,405.0,162.0,35.5,85.8,12.9,6.3
17289,A025404,3000848,ZW10280,MBG0095,2015JJ00,598.0,439.0,160.0,37.3,86.1,10.1,8.7
17290,A025404,3000848,ZW10280,MBG0095,2018JJ00,614.0,452.0,164.0,38.0,87.9,8.3,8.8
17291,A025404,3000848,ZW10280,MBG0095,2021JJ00,654.0,510.0,146.0,35.3,85.4,7.8,13.0
17292,A025404,3000848,T001100,MW00000,2012JJ00,573.0,395.0,178.0,33.3,82.0,12.7,5.4
17293,A025404,3000848,T001100,MW00000,2015JJ00,614.0,442.0,173.0,36.0,82.0,9.3,8.7
17294,A025404,3000848,T001100,MW00000,2018JJ00,631.0,457.0,174.0,35.6,85.0,7.7,7.4
17295,A025404,3000848,T001100,MW00000,2021JJ00,666.0,507.0,159.0,34.0,80.9,6.6,12.5
17296,A025404,3000848,T001100,MOG0095,2012JJ00,566.0,389.0,176.0,32.8,80.6,11.5,4.6
17297,A025404,3000848,T001100,MOG0095,2015JJ00,607.0,435.0,171.0,35.5,80.6,8.3,7.7
17298,A025404,3000848,T001100,MOG0095,2018JJ00,623.0,449.0,173.0,35.0,83.6,6.8,6.4
17299,A025404,3000848,T001100,MOG0095,2021JJ00,655.0,496.0,157.0,33.3,79.1,5.7,11.1
17300,A025404,3000848,T001100,MBG0095,2012JJ00,580.0,402.0,180.0,33.8,83.3,13.9,6.3
17301,A025404,3000848,T001100,MBG0095,2015JJ00,622.0,449.0,174.0,36.5,83.3,10.3,9.9
17302,A025404,3000848,T001100,MBG0095,2018JJ00,639.0,464.0,176.0,36.2,86.2,8.7,8.4
17303,A025404,3000848,T001100,MBG0095,2021JJ00,677.0,517.0,161.0,34.6,82.6,7.7,14.1
17304,A025404,3000848,ZW10290,MW00000,2012JJ00,606.0,405.0,201.0,31.7,79.3,15.1,5.5
17305,A025404,3000848,ZW10290,MW00000,2015JJ00,650.0,459.0,191.0,35.0,78.9,10.7,10.4
17306,A025404,3000848,ZW10290,MW00000,2018JJ00,678.0,486.0,192.0,34.1,82.4,9.6,8.1
17307,A025404,3000848,ZW10290,MW00000,2021JJ00,712.0,533.0,179.0,33.4,77.6,8.2,14.1
17308,A025404,3000848,ZW10290,MOG0095,2012JJ00,595.0,395.0,198.0,31.0,77.1,13.4,4.4
17309,A025404,3000848,ZW10290,MOG0095,2015JJ00,638.0,448.0,189.0,34.2,76.6,9.2,8.8
17310,A025404,3000848,ZW10290,MOG0095,2018JJ00,665.0,474.0,190.0,33.4,80.2,8.1,6.7
17311,A025404,3000848,ZW10290,MOG0095,2021JJ00,697.0,519.0,176.0,32.3,74.7,6.7,11.9
17312,A025404,3000848,ZW10290,MBG0095,2012JJ00,616.0,415.0,204.0,32.4,81.4,17.0,7.0
17313,A025404,3000848,ZW10290,MBG0095,2015JJ00,662.0,470.0,194.0,35.8,81.0,12.4,12.2
17314,A025404,3000848,ZW10290,MBG0095,2018JJ00,691.0,498.0,195.0,34.8,84.3,11.3,9.7
17315,A025404,3000848,ZW10290,MBG0095,2021JJ00,727.0,548.0,182.0,34.4,80.3,10.1,16.8
17316,A025404,3000848,ZW10320,MW00000,2012JJ00,719.0,482.0,237.0,34.3,80.8,11.3,7.9
17317,A025404,3000848,ZW10320,MW00000,2015JJ00,847.0,595.0,252.0,39.7,73.6,14.2,12.2
17318,A025404,3000848,ZW10320,MW00000,2018JJ00,931.0,673.0,258.0,30.3,83.7,9.0,7.3
17319,A025404,3000848,ZW10320,MW00000,2021JJ00,,,,,,,
17320,A025404,3000848,ZW10320,MOG0095,2012JJ00,642.0,418.0,215.0,28.1,66.1,4.7,2.7
17321,A025404,3000848,ZW10320,MOG0095,2015JJ00,672.0,435.0,225.0,28.8,54.4,5.5,4.1
17322,A025404,3000848,ZW10320,MOG0095,2018JJ00,814.0,559.0,233.0,25.1,69.7,3.7,2.3
17323,A025404,3000848,ZW10320,MOG0095,2021JJ00,,,,,,,
17324,A025404,3000848,ZW10320,MBG0095,2012JJ00,797.0,547.0,259.0,40.5,90.1,24.8,21.0
17325,A025404,3000848,ZW10320,MBG0095,2015JJ00,1023.0,755.0,280.0,50.5,86.8,32.1,31.0
17326,A025404,3000848,ZW10320,MBG0095,2018JJ00,1048.0,787.0,283.0,35.5,91.9,20.3,21.2
17327,A025404,3000848,ZW10320,MBG0095,2021JJ00,,,,,,,
17328,A025404,3000848,ZW10300,MW00000,2012JJ00,639.0,428.0,212.0,29.9,83.5,14.2,2.3
17329,A025404,3000848,ZW10300,MW00000,2015JJ00,709.0,501.0,208.0,32.0,90.3,4.2,5.5
17330,A025404,3000848,ZW10300,MW00000,2018JJ00,724.0,520.0,204.0,36.3,85.4,7.6,7.0
17331,A025404,3000848,ZW10300,MW00000,2021JJ00,746.0,561.0,185.0,34.6,82.4,13.2,4.4
17332,A025404,3000848,ZW10300,MOG0095,2012JJ00,598.0,391.0,201.0,27.9,74.6,8.5,0.6
17333,A025404,3000848,ZW10300,MOG0095,2015JJ00,627.0,429.0,193.0,29.6,81.6,1.6,2.1
17334,A025404,3000848,ZW10300,MOG0095,2018JJ00,672.0,468.0,195.0,33.0,76.7,3.8,3.2
17335,A025404,3000848,ZW10300,MOG0095,2021JJ00,671.0,490.0,169.0,31.1,70.1,6.4,1.4
17336,A025404,3000848,ZW10300,MBG0095,2012JJ00,681.0,464.0,223.0,31.9,89.8,22.7,8.4
17337,A025404,3000848,ZW10300,MBG0095,2015JJ00,792.0,573.0,224.0,34.3,95.1,10.6,13.8
17338,A025404,3000848,ZW10300,MBG0095,2018JJ00,776.0,571.0,213.0,39.6,91.2,14.8,14.5
17339,A025404,3000848,ZW10300,MBG0095,2021JJ00,821.0,632.0,200.0,38.1,90.3,25.2,12.9
17340,A025404,3000848,ZW25806,MW00000,2012JJ00,617.0,409.0,208.0,31.6,79.8,16.3,3.9
17341,A025404,3000848,ZW25806,MW00000,2015JJ00,654.0,458.0,196.0,34.9,76.0,12.9,11.1
17342,A025404,3000848,ZW25806,MW00000,2018JJ00,670.0,474.0,196.0,34.7,81.8,11.4,6.8
17343,A025404,3000848,ZW25806,MW00000,2021JJ00,707.0,522.0,185.0,33.0,74.8,11.5,13.7
17344,A025404,3000848,ZW25806,MOG0095,2012JJ00,599.0,393.0,203.0,30.4,75.6,13.0,2.4
17345,A025404,3000848,ZW25806,MOG0095,2015JJ00,632.0,438.0,191.0,33.4,71.2,9.8,8.2
17346,A025404,3000848,ZW25806,MOG0095,2018JJ00,649.0,454.0,191.0,33.3,77.5,8.6,4.6
17347,A025404,3000848,ZW25806,MOG0095,2021JJ00,681.0,498.0,180.0,31.1,69.1,8.4,9.8
17348,A025404,3000848,ZW25806,MBG0095,2012JJ00,635.0,425.0,213.0,32.7,83.5,20.2,6.3
17349,A025404,3000848,ZW25806,MBG0095,2015JJ00,676.0,479.0,201.0,36.4,80.2,16.9,14.9
17350,A025404,3000848,ZW25806,MBG0095,2018JJ00,691.0,494.0,201.0,36.1,85.4,15.0,10.0
17351,A025404,3000848,ZW25806,MBG0095,2021JJ00,733.0,547.0,190.0,34.9,79.7,15.5,18.9
17352,A025404,3000848,ZW25805,MW00000,2012JJ00,592.0,397.0,195.0,31.8,78.6,14.9,6.5
17353,A025404,3000848,ZW25805,MW00000,2015JJ00,638.0,452.0,186.0,35.1,79.2,10.3,10.5
17354,A025404,3000848,ZW25805,MW00000,2018JJ00,666.0,480.0,186.0,33.8,82.3,9.0,8.8
17355,A025404,3000848,ZW25805,MW00000,2021JJ00,710.0,536.0,174.0,33.3,78.8,6.4,14.8
17356,A025404,3000848,ZW25805,MOG0095,2012JJ00,578.0,385.0,191.0,30.9,75.7,12.8,4.9
17357,A025404,3000848,ZW25805,MOG0095,2015JJ00,626.0,440.0,183.0,34.2,76.4,8.6,8.5
17358,A025404,3000848,ZW25805,MOG0095,2018JJ00,650.0,465.0,183.0,32.9,79.5,7.2,7.0
17359,A025404,3000848,ZW25805,MOG0095,2021JJ00,691.0,518.0,170.0,32.0,75.1,4.7,12.0
17360,A025404,3000848,ZW25805,MBG0095,2012JJ00,605.0,410.0,198.0,32.8,81.2,17.3,8.6
17361,A025404,3000848,ZW25805,MBG0095,2015JJ00,651.0,463.0,189.0,36.0,81.8,12.3,12.8
17362,A025404,3000848,ZW25805,MBG0095,2018JJ00,683.0,495.0,190.0,34.6,84.8,11.1,11.0
17363,A025404,3000848,ZW25805,MBG0095,2021JJ00,729.0,554.0,178.0,34.7,82.0,8.6,18.3
17364,A025404,3000848,ZW10340,MW00000,2012JJ00,547.0,387.0,160.0,34.6,84.0,10.7,5.2
17365,A025404,3000848,ZW10340,MW00000,2015JJ00,586.0,428.0,158.0,36.8,84.4,8.2,7.4
17366,A025404,3000848,ZW10340,MW00000,2018JJ00,595.0,434.0,161.0,36.8,86.9,6.2,6.8
17367,A025404,3000848,ZW10340,MW00000,2021JJ00,633.0,488.0,145.0,34.4,83.2,5.4,11.4
17368,A025404,3000848,ZW10340,MOG0095,2012JJ00,537.0,378.0,157.0,33.8,82.2,9.3,4.2
17369,A025404,3000848,ZW10340,MOG0095,2015JJ00,576.0,419.0,156.0,36.1,82.6,7.0,6.2
17370,A025404,3000848,ZW10340,MOG0095,2018JJ00,585.0,424.0,159.0,35.9,85.1,5.1,5.6
17371,A025404,3000848,ZW10340,MOG0095,2021JJ00,618.0,474.0,143.0,33.6,80.9,4.3,9.6
17372,A025404,3000848,ZW10340,MBG0095,2012JJ00,557.0,397.0,162.0,35.3,85.8,12.3,6.4
17373,A025404,3000848,ZW10340,MBG0095,2015JJ00,596.0,437.0,160.0,37.5,86.1,9.5,8.8
17374,A025404,3000848,ZW10340,MBG0095,2018JJ00,605.0,444.0,163.0,37.6,88.6,7.6,8.2
17375,A025404,3000848,ZW10340,MBG0095,2021JJ00,648.0,502.0,148.0,35.2,85.3,6.9,13.4
17376,A025404,3000848,ZW25790,MW00000,2012JJ00,533.0,367.0,166.0,33.8,84.7,11.4,3.9
17377,A025404,3000848,ZW25790,MW00000,2015JJ00,531.0,379.0,153.0,36.6,87.9,8.1,4.0
17378,A025404,3000848,ZW25790,MW00000,2018JJ00,534.0,379.0,155.0,35.4,90.4,6.1,3.5
17379,A025404,3000848,ZW25790,MW00000,2021JJ00,563.0,423.0,140.0,32.9,89.0,6.7,4.3
17380,A025404,3000848,ZW25790,MOG0095,2012JJ00,523.0,358.0,163.0,33.0,82.8,9.9,2.9
17381,A025404,3000848,ZW25790,MOG0095,2015JJ00,522.0,370.0,150.0,35.6,85.7,6.6,3.0
17382,A025404,3000848,ZW25790,MOG0095,2018JJ00,522.0,368.0,152.0,34.4,88.2,4.7,2.5
17383,A025404,3000848,ZW25790,MOG0095,2021JJ00,547.0,408.0,137.0,31.9,86.3,5.0,2.9
17384,A025404,3000848,ZW25790,MBG0095,2012JJ00,542.0,376.0,168.0,34.6,86.5,13.1,5.1
17385,A025404,3000848,ZW25790,MBG0095,2015JJ00,541.0,388.0,155.0,37.5,89.7,9.9,5.4
17386,A025404,3000848,ZW25790,MBG0095,2018JJ00,545.0,389.0,157.0,36.4,92.2,8.0,5.0
17387,A025404,3000848,ZW25790,MBG0095,2021JJ00,579.0,438.0,143.0,33.9,91.2,9.0,6.2
17388,A025404,3000848,ZW25791,MW00000,2012JJ00,584.0,406.0,178.0,33.2,80.8,12.9,6.3
17389,A025404,3000848,ZW25791,MW00000,2015JJ00,613.0,438.0,174.0,35.5,81.7,9.5,8.8
17390,A025404,3000848,ZW25791,MW00000,2018JJ00,623.0,448.0,175.0,35.8,84.8,7.5,7.6
17391,A025404,3000848,ZW25791,MW00000,2021JJ00,653.0,495.0,158.0,33.8,79.2,6.2,14.6
17392,A025404,3000848,ZW25791,MOG0095,2012JJ00,570.0,393.0,174.0,32.3,77.9,10.8,4.7
17393,A025404,3000848,ZW25791,MOG0095,2015JJ00,603.0,429.0,172.0,34.8,79.4,8.0,7.3
17394,A025404,3000848,ZW25791,MOG0095,2018JJ00,612.0,438.0,172.0,35.0,82.6,6.1,6.2
17395,A025404,3000848,ZW25791,MOG0095,2021JJ00,638.0,480.0,155.0,32.8,76.1,4.9,12.1
17396,A025404,3000848,ZW25791,MBG0095,2012JJ00,599.0,420.0,182.0,34.2,83.4,15.4,8.3
17397,A025404,3000848,ZW25791,MBG0095,2015JJ00,622.0,448.0,177.0,36.2,83.7,11.2,10.6
17398,A025404,3000848,ZW25791,MBG0095,2018JJ00,634.0,459.0,177.0,36.7,86.8,9.2,9.4
17399,A025404,3000848,ZW25791,MBG0095,2021JJ00,669.0,509.0,162.0,34.9,81.9,7.9,17.4
17400,A025404,3000848,ZW25792,MW00000,2012JJ00,627.0,431.0,195.0,32.8,78.6,14.5,6.8
17401,A025404,3000848,ZW25792,MW00000,2015JJ00,716.0,521.0,195.0,35.9,74.6,10.6,14.8
17402,A025404,3000848,ZW25792,MW00000,2018JJ00,749.0,554.0,195.0,35.4,78.4,10.2,11.4
17403,A025404,3000848,ZW25792,MW00000,2021JJ00,799.0,619.0,180.0,35.1,73.0,7.2,19.7
17404,A025404,3000848,ZW25792,MOG0095,2012JJ00,611.0,417.0,191.0,31.6,75.2,12.0,5.1
17405,A025404,3000848,ZW25792,MOG0095,2015JJ00,698.0,504.0,191.0,34.7,71.1,8.6,12.3
17406,A025404,3000848,ZW25792,MOG0095,2018JJ00,732.0,537.0,192.0,34.3,75.3,8.2,9.3
17407,A025404,3000848,ZW25792,MOG0095,2021JJ00,776.0,597.0,176.0,33.6,69.1,5.5,16.5
17408,A025404,3000848,ZW25792,MBG0095,2012JJ00,642.0,446.0,199.0,33.9,81.7,17.5,9.2
17409,A025404,3000848,ZW25792,MBG0095,2015JJ00,734.0,538.0,199.0,37.1,77.7,13.0,17.8
17410,A025404,3000848,ZW25792,MBG0095,2018JJ00,767.0,571.0,198.0,36.5,81.2,12.5,14.0
17411,A025404,3000848,ZW25792,MBG0095,2021JJ00,822.0,642.0,184.0,36.5,76.6,9.5,23.4
17412,A025404,3000848,ZW25793,MW00000,2012JJ00,684.0,462.0,223.0,31.0,75.5,15.8,8.7
17413,A025404,3000848,ZW25793,MW00000,2015JJ00,906.0,682.0,224.0,38.5,76.0,8.6,15.4
17414,A025404,3000848,ZW25793,MW00000,2018JJ00,940.0,701.0,239.0,36.7,78.7,6.3,15.1
17415,A025404,3000848,ZW25793,MW00000,2021JJ00,877.0,662.0,215.0,40.7,80.6,3.8,15.7
17416,A025404,3000848,ZW25793,MOG0095,2012JJ00,652.0,433.0,214.0,29.1,68.5,11.3,5.1
17417,A025404,3000848,ZW25793,MOG0095,2015JJ00,775.0,567.0,201.0,32.0,61.6,3.4,7.4
17418,A025404,3000848,ZW25793,MOG0095,2018JJ00,835.0,599.0,221.0,31.8,66.3,2.6,7.7
17419,A025404,3000848,ZW25793,MOG0095,2021JJ00,756.0,542.0,195.0,35.1,66.1,1.3,7.3
