ID,Energiedragers,Perioden,TotaalAanbodTPES_1,Winning_2,Invoer_3,Uitvoer_4,NettoInvoer_5,Bunkering_6,Voorraadmutatie_7,StatistischeVerschillen_8,TotaalEnergieverbruik_9,TotaalInzet_10,InzetElektriciteitWKKOmzetting_11,InzetAndereOmzetting_12,TotaalProductie_13,ProductieElektriciteitWKKOmzetting_14,ProductieAndereOmzetting_15,TotaalSaldoEnergieomzetting_16,SaldoElektriciteitWKKOmzetting_17,SaldoAndereOmzetting_18,Totaal_19,ElektriciteitsEnWarmteproductie_20,WinningVanOlieEnGas_21,Cokesfabrieken_22,Hoogovens_23,OlieraffinageInstallaties_24,WaterstofproductieInstallaties_25,OverigeInstallaties_26,VerliezenBijDistributie_27,TotaalFinaalVerbruik_28,Totaal_29,Totaal_30,IJzerEnStaalindustrie_31,ChemieEnFarmaceutischeIndustrie_32,NonFerrometalen_33,Bouwmaterialenindustrie_34,Transportmiddelenindustrie_35,MetaalproductenEnMachineIndustrie_36,DelfstoffenwinningGeenOlieEnGas_37,VoedingsEnGenotmiddelenindustrie_38,PapierEnGrafischeIndustrie_39,Houtindustrie_40,Bouwnijverheid_41,TextielKledingEnLederindustrie_42,OverigeIndustrieEnOnbekend_43,Totaal_44,BinnenlandseLuchtvaart_45,Wegverkeer_46,Railverkeer_47,Pijpleidingen_48,BinnenlandseScheepvaart_49,Onbekend_50,Totaal_51,DienstenAfvalWaterEnReparatie_52,Woningen_53,Landbouw_54,Visserij_55,Onbekend_56,Totaal_57,NijverheidExclusiefDeEnergiesector_58,WaarvanChemieEnPetrochemie_59,Vervoer_60,OverigeAfnemers_61
4035,E006566   ,1952JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4036,E006566   ,1953JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4037,E006566   ,1954JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4038,E006566   ,1955JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4039,E006566   ,1956JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4040,E006566   ,1957JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4041,E006566   ,1958JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4042,E006566   ,1959JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4043,E006566   ,1960JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4044,E006566   ,1961JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4045,E006566   ,1962JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4046,E006566   ,1963JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4047,E006566   ,1964JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4048,E006566   ,1965JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4049,E006566   ,1966JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4050,E006566   ,1967JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4051,E006566   ,1968JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4052,E006566   ,1969JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4053,E006566   ,1970JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4054,E006566   ,1971JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4055,E006566   ,1972JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4056,E006566   ,1973JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4057,E006566   ,1974JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4058,E006566   ,1975JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4059,E006566   ,1976JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4060,E006566   ,1977JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4061,E006566   ,1978JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4062,E006566   ,1979JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4063,E006566   ,1980JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4064,E006566   ,1981JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4065,E006566   ,1982JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4066,E006566   ,1983JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4067,E006566   ,1984JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4068,E006566   ,1985JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4069,E006566   ,1986JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4070,E006566   ,1987JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4071,E006566   ,1988JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4072,E006566   ,1989JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4073,E006566   ,1990JJ00,30.6,30.5,0.8,0.6,0.1,,,,30.6,14.9,14.8,0.1,,,,14.9,14.8,0.1,,,,,,,,,,15.7,15.7,1.7,,,,,,,,0.4,,0.8,0.1,,0.4,,,,,,,,14.0,1.0,12.9,0.1,,,,,,,
4074,E006566   ,1991JJ00,30.8,30.7,0.8,0.7,0.1,,,,30.8,15.0,14.9,0.2,,,,15.0,14.9,0.2,,,,,,,,,,15.8,15.8,1.8,,,,,,,,0.5,,0.8,0.1,,0.4,,,,,,,,14.0,1.1,12.8,0.1,,,,,,,
4075,E006566   ,1992JJ00,31.4,31.3,0.7,0.6,0.1,,,,31.4,15.5,15.0,0.5,,,,15.5,15.0,0.5,,,,,,,,,,15.9,15.9,1.9,,,,,,,,0.5,,0.9,0.1,,0.4,,,,,,,,14.1,1.2,12.8,0.1,,,,,,,
4076,E006566   ,1993JJ00,33.7,33.6,0.7,0.6,0.1,,,,33.7,17.5,17.0,0.5,,,,17.5,17.0,0.5,,,,,,,,,,16.2,16.2,1.9,,,,,,,,0.5,,0.9,0.1,,0.4,,,,,,,,14.3,1.3,12.9,0.1,,,,,,,
4077,E006566   ,1994JJ00,33.6,33.5,0.7,0.6,0.1,,,,33.6,17.1,16.7,0.4,,,,17.1,16.7,0.4,,,,,,,,,,16.5,16.5,2.0,,,,,,,,0.7,,0.9,0.1,,0.4,,,,,,,,14.4,1.2,13.1,0.1,,,,,,,
4078,E006566   ,1995JJ00,36.8,36.7,0.7,0.6,0.1,,,0.0,36.8,19.3,18.7,0.6,,,,19.3,18.7,0.6,,,,,,,,,,17.5,17.5,3.0,,0.0,0.2,,,,,0.6,0.1,2.2,,,,,,,,,,,14.4,1.0,13.3,0.1,,,,,,,
4079,E006566   ,1996JJ00,42.0,41.9,0.8,0.7,0.1,,,0.1,41.9,23.9,23.1,0.8,,,,23.9,23.1,0.8,,,,,,,,,,18.0,18.0,3.2,,0.0,0.1,0.0,,,,0.6,0.1,2.2,,,,,,,,,,,14.8,1.0,13.7,0.1,,,,,,,
4080,E006566   ,1997JJ00,45.5,45.4,0.6,0.5,0.1,,,-0.1,45.6,27.3,23.8,3.5,,,,27.3,23.8,3.5,,,,,,,,,,18.3,18.3,3.1,,0.0,0.2,0.1,,,,0.5,0.1,2.3,,,,,,,,,,,15.1,1.1,13.9,0.1,,,,,,,
4081,E006566   ,1998JJ00,47.4,49.2,0.7,2.4,-1.7,,,0.0,47.5,29.2,25.7,3.5,,,,29.2,25.7,3.5,,,,,,,,,,18.2,18.2,3.1,,0.0,0.2,0.1,,,,0.5,0.1,2.2,,,,,,,,,,,15.1,1.1,13.9,0.1,,,,,,,
4082,E006566   ,1999JJ00,49.7,52.1,0.8,3.3,-2.5,,,0.0,49.7,31.5,26.8,4.7,,,,31.5,26.8,4.7,,,,,,,,,,18.2,18.2,3.0,,0.0,0.1,0.2,,,,0.4,0.1,2.1,,,,,,,,,,,15.2,1.1,14.0,0.1,,,,,,,
4083,E006566   ,2000JJ00,52.5,56.7,0.8,5.0,-4.1,,,0.0,52.6,34.5,29.6,4.9,,,,34.5,29.6,4.9,,,,,,,,,,18.0,18.0,2.9,,0.0,0.1,0.3,,,,0.4,0.1,2.0,,,,,,,,,,,15.2,1.0,14.0,0.1,,,,,,,
4084,E006566   ,2001JJ00,55.5,61.1,1.8,7.4,-5.6,,,0.0,55.5,37.7,33.5,4.2,,,,37.7,33.5,4.2,,,,,,,,,,17.8,17.8,2.8,,0.0,,0.3,,,,0.4,0.1,1.9,,,,,,,,,,,15.0,0.9,13.9,0.1,,,,,,,
4085,E006566   ,2002JJ00,60.7,67.0,5.4,11.7,-6.2,,,0.0,60.7,43.1,38.7,4.4,,,,43.1,38.7,4.4,,,,,,,,,,17.7,17.7,3.0,,0.0,,0.6,,,,0.4,0.1,1.8,,,,,,,,,,,14.7,0.8,13.9,0.1,,,,,,,
4086,E006566   ,2003JJ00,57.8,66.0,3.5,11.8,-8.3,,,0.0,57.8,39.6,35.3,4.3,,,,39.6,35.3,4.3,,,,,,,,,,18.2,18.2,3.2,,0.0,,0.9,,,,0.5,0.1,1.7,,,,,,,,,,,15.0,0.7,14.2,0.1,,,,,,,
4087,E006566   ,2004JJ00,67.3,70.1,11.8,14.7,-2.8,,,0.0,67.3,47.5,42.8,4.7,,,,47.5,42.8,4.7,,,,,,,,,,19.8,19.8,4.1,,0.1,,1.2,,,,0.8,0.2,1.6,,,0.2,,,,,,,,15.7,0.7,14.9,0.1,,,,,,,
4088,E006566   ,2005JJ00,85.6,73.1,25.8,13.3,12.5,,,0.2,85.4,64.9,59.9,5.0,,,,64.9,59.9,5.0,,,,,,,,,,20.5,20.5,4.0,,0.1,,1.3,,,,0.8,0.1,1.7,,,0.1,,,,,,,,16.5,0.7,15.7,0.1,,,,,,,
4089,E006566   ,2006JJ00,89.0,78.3,23.7,13.0,10.7,,0.0,0.1,88.9,67.0,59.8,7.1,1.7,,1.7,65.3,59.8,5.5,,,,,,,,,,23.6,23.6,4.6,,0.1,,1.4,,,,1.0,0.1,1.4,,,0.5,1.8,,1.8,,,,,17.3,0.4,16.4,0.5,,,,,,,
4090,E006566   ,2007JJ00,89.5,79.8,27.2,14.6,12.6,,-2.9,-0.2,89.7,68.1,49.3,18.9,13.7,,13.7,54.4,49.3,5.1,,,,,,,,,,35.3,35.3,4.8,,0.1,,1.3,,,,1.2,0.1,1.6,,,0.5,13.0,,13.0,,,,,17.4,0.5,16.4,0.5,,,,,,,
4091,E006566   ,2008JJ00,104.2,89.4,35.1,16.2,18.9,,-4.1,0.0,104.2,85.7,64.1,21.6,15.9,,15.9,69.8,64.1,5.7,,,,,,,,,,34.4,34.4,4.6,,0.2,,1.2,,,,1.0,0.1,1.4,,,0.7,12.0,,12.0,,,,,17.8,0.4,16.5,0.8,,,,,,,
4092,E006566   ,2009JJ00,117.8,102.3,29.7,13.8,15.9,,-0.5,0.0,117.7,97.0,73.3,23.8,17.6,,17.6,79.4,73.3,6.2,,,,,,,,,,38.3,38.3,4.8,,0.4,,1.2,,,,1.2,0.2,1.4,,,0.5,15.6,,15.6,,,,,17.9,0.3,16.8,0.9,,,,,,,
4093,E006566   ,2010JJ00,119.2,111.4,29.8,24.5,5.2,,2.6,-0.1,119.3,96.2,81.6,14.5,8.6,,8.6,87.5,81.6,5.9,,,,,,,,,,31.8,31.8,3.6,,0.1,,1.0,,,,0.7,0.2,1.3,,,0.3,9.6,,9.6,,,,,18.6,0.6,17.1,1.0,,,,,,,
4094,E006566   ,2011JJ00,122.9,113.5,31.7,20.5,11.2,,-1.8,-0.1,123.0,97.5,82.2,15.3,10.1,,10.1,87.5,82.2,5.3,,,,,,,,,,35.5,35.5,3.0,,0.1,,1.0,,,,0.5,0.2,0.9,0.1,,0.3,13.4,,13.4,,,,,19.1,0.7,17.4,1.0,,,,,,,
4095,E006566   ,2012JJ00,126.4,141.9,31.8,45.1,-13.2,,-2.3,-0.1,126.5,104.4,88.6,15.7,13.9,,13.9,90.5,88.6,1.9,,,,,,,,,,35.9,35.9,3.5,,0.1,,0.9,,,,0.5,0.2,0.9,0.6,,0.3,13.1,,13.1,0.0,,,,19.4,1.0,16.9,1.5,,,,,,,
4096,E006566   ,2013JJ00,118.0,157.0,23.4,58.5,-35.0,,-4.0,-0.1,118.0,97.7,79.5,18.2,15.6,,15.6,82.1,79.5,2.6,,,,,,,,,,35.9,35.9,3.5,,0.1,,0.8,,,,0.7,0.2,0.9,0.5,,0.3,12.5,,12.5,0.0,,,,19.8,1.3,17.0,1.6,,,,,,,
4097,E006566   ,2014JJ00,115.9,162.5,20.6,70.2,-49.6,,3.0,0.0,115.9,93.7,72.9,20.7,17.2,,17.2,76.5,72.9,3.6,,,,,,,,,,39.4,39.4,3.8,,0.3,,0.8,,,,0.6,0.2,1.0,0.6,,0.3,14.6,,14.6,0.0,,,,20.9,1.1,16.9,2.9,,,,,,,
4098,E006566   ,2015JJ00,115.4,162.7,21.4,69.2,-47.8,,0.5,-0.2,115.6,92.1,73.1,19.0,15.5,,15.5,76.6,73.1,3.5,,,,,,,,,,39.0,39.0,5.8,,0.3,,0.6,,,,1.4,1.5,1.0,0.8,,0.2,12.3,,12.2,0.0,,,,21.0,1.2,16.7,3.0,,,,,,,
4099,E006566   ,2016JJ00,114.9,157.8,21.6,63.8,-42.1,,-0.7,-0.3,115.2,90.8,74.5,16.3,12.2,,12.2,78.5,74.5,4.1,,,,,,,,,,36.7,36.7,5.6,,0.3,,0.6,,,,1.2,1.5,1.1,0.7,,0.2,9.8,,9.8,0.0,,,,21.2,1.5,16.6,3.1,,,,,,,
4100,E006566   ,2017JJ00,118.2,177.5,21.0,76.3,-55.3,,-4.0,-0.2,118.3,94.9,73.7,21.2,16.8,,16.8,78.1,73.7,4.5,,,,,,,,,,40.2,40.2,5.5,,0.3,,0.6,,,,1.2,1.5,0.7,0.9,,0.2,12.6,,12.6,0.0,,,,22.1,1.7,16.4,4.0,,,,,,,
4101,E006566   ,2018JJ00,128.4,173.6,23.5,61.4,-37.9,0.7,-6.6,-0.5,128.8,103.6,72.0,31.6,26.4,,26.4,77.2,72.0,5.2,,,,,,,,,,51.6,51.6,7.4,,0.4,,0.7,,,,2.4,1.8,0.5,1.5,,0.1,20.5,,20.4,0.1,,0.1,,23.7,1.7,16.4,5.5,,,,,,,
4102,E006566   ,2019JJ00,149.0,184.0,33.9,67.1,-33.2,2.0,0.2,-0.4,149.4,127.6,85.3,42.4,34.9,,34.9,92.7,85.3,7.5,,,,,,,,,,56.6,56.6,6.6,,0.2,,0.0,,0.0,,2.0,1.8,0.5,1.9,0.0,0.1,25.4,,25.2,0.1,,0.1,,24.7,2.0,16.3,6.4,,,,,,,
4103,E006566   ,2020JJ00,176.8,194.7,62.3,72.3,-9.9,9.9,2.0,0.2,176.6,166.7,112.4,54.2,42.9,,42.9,123.7,112.4,11.3,,,,,,,,,,52.9,52.9,5.8,,0.1,,0.0,,0.0,,1.7,1.7,0.5,1.7,0.0,0.1,21.6,,21.5,0.1,,0.1,,25.4,2.2,16.2,7.1,,,,,,,
4104,E006566   ,2021JJ00,203.3,202.4,76.8,66.0,10.8,7.0,-3.0,-0.3,203.6,186.2,133.3,52.9,39.2,,39.2,147.0,133.3,13.7,,,,,,,,,,56.6,56.6,5.9,,0.1,,0.0,,,,1.4,1.9,0.5,2.0,0.0,0.1,24.6,,24.5,0.1,,0.0,,26.0,2.1,16.2,7.8,,,,,,,
4105,E006566   ,2022JJ00,190.9,196.8,73.7,44.7,29.0,19.0,-15.9,-0.1,191.0,186.6,122.7,63.8,49.8,,49.8,136.7,122.7,14.0,,,,,,,,,,54.2,54.2,6.6,,0.2,,0.0,,,,1.8,1.8,0.4,1.8,,0.6,22.8,,22.7,0.1,,0.1,,24.7,1.4,16.2,7.1,,,,,,,
4106,E006566   ,2023JJ00,166.5,196.7,55.5,82.9,-27.3,16.4,13.5,0.0,166.4,160.4,99.6,60.8,46.5,,46.5,113.9,99.6,14.3,,,,,,,,,,52.5,52.5,5.6,,0.3,,0.0,,,,1.0,1.7,0.4,1.9,,0.3,22.9,,22.7,0.1,,0.0,,24.1,3.8,16.2,4.1,,,,,,,
4107,E006566   ,2024JJ00,171.9,189.9,53.5,59.3,-5.8,15.3,3.1,0.1,171.8,161.9,89.3,72.6,57.4,,57.4,104.5,89.3,15.2,,,,,,,,,,67.3,67.3,6.8,,0.1,,0.0,,,,0.9,1.7,0.4,3.5,,0.3,35.5,,35.2,0.1,,0.1,,24.9,3.5,16.2,5.3,,,,,,,
4108,E006567   ,1946JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4109,E006567   ,1947JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4110,E006567   ,1948JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4111,E006567   ,1949JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4112,E006567   ,1950JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4113,E006567   ,1951JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4114,E006567   ,1952JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4115,E006567   ,1953JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4116,E006567   ,1954JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4117,E006567   ,1955JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4118,E006567   ,1956JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4119,E006567   ,1957JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4120,E006567   ,1958JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4121,E006567   ,1959JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4122,E006567   ,1960JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4123,E006567   ,1961JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4124,E006567   ,1962JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4125,E006567   ,1963JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4126,E006567   ,1964JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4127,E006567   ,1965JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4128,E006567   ,1966JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4129,E006567   ,1967JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4130,E006567   ,1968JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4131,E006567   ,1969JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4132,E006567   ,1970JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4133,E006567   ,1971JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4134,E006567   ,1972JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4135,E006567   ,1973JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4136,E006567   ,1974JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4137,E006567   ,1975JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4138,E006567   ,1976JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4139,E006567   ,1977JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4140,E006567   ,1978JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4141,E006567   ,1979JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4142,E006567   ,1980JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4143,E006567   ,1981JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4144,E006567   ,1982JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4145,E006567   ,1983JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4146,E006567   ,1984JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4147,E006567   ,1985JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4148,E006567   ,1986JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4149,E006567   ,1987JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4150,E006567   ,1988JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4151,E006567   ,1989JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4152,E006567   ,1990JJ00,13.2,13.2,,,,,,,13.2,13.2,13.2,,,,,13.2,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4153,E006567   ,1991JJ00,12.9,12.9,,,,,,,12.9,12.9,12.9,,,,,12.9,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4154,E006567   ,1992JJ00,12.9,12.9,,,,,,,12.9,12.9,12.9,,,,,12.9,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4155,E006567   ,1993JJ00,14.5,14.5,,,,,,,14.5,14.5,14.5,,,,,14.5,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4156,E006567   ,1994JJ00,13.7,13.7,,,,,,,13.7,13.7,13.7,,,,,13.7,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4157,E006567   ,1995JJ00,15.4,15.4,,,,,,,15.4,15.4,15.2,0.2,,,,15.4,15.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4158,E006567   ,1996JJ00,19.6,19.6,,,,,,,19.6,19.6,19.1,0.4,,,,19.6,19.1,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4159,E006567   ,1997JJ00,23.0,23.0,,,,,,,23.0,23.0,19.9,3.1,,,,23.0,19.9,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4160,E006567   ,1998JJ00,24.5,24.5,,,,,,,24.5,24.5,21.4,3.1,,,,24.5,21.4,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4161,E006567   ,1999JJ00,25.4,25.4,,,,,,,25.4,25.4,21.3,4.2,,,,25.4,21.3,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
