ID,RegioS,Perioden,CultuurgrondTotaal_1,k_001Tot1Ha_2,k_1Tot5Ha_3,k_5Tot10Ha_4,k_10Tot30Ha_5,k_30HaOfMeer_6,AkkerbouwTotaal_7,k_001Tot1Ha_8,k_1Tot5Ha_9,k_5Tot10Ha_10,k_10Tot30Ha_11,k_30HaOfMeer_12,TuinbouwOpenGrondTotaal_13,k_001Tot05Ha_14,k_05Tot1Ha_15,k_1Tot3Ha_16,k_3Tot10Ha_17,k_10HaOfMeer_18,TuinbouwOnderGlasTotaal_19,k_001Tot25Are_20,k_25Tot75Are_21,k_75Tot150Are_22,k_150Tot300Are_23,k_300AreOfMeer_24,BlijvendEnNatuurlijkGraslandTotaal_25,k_001Tot1Ha_26,k_1Tot5Ha_27,k_5Tot10Ha_28,k_10Tot30Ha_29,k_30HaOfMeer_30,BlijvendGraslandTotaal_31,k_001Tot1Ha_32,k_1Tot5Ha_33,k_5Tot10Ha_34,k_10Tot30Ha_35,k_30HaOfMeer_36,NatuurlijkGraslandTotaal_37,k_001Tot1Ha_38,k_1Tot5Ha_39,k_5Tot10Ha_40,k_10Tot30Ha_41,k_30HaOfMeer_42,NietCultuurgrondTotaal_43,k_001Tot1Ha_44,k_1Tot5Ha_45,k_5Tot10Ha_46,k_10Tot30Ha_47,k_30HaOfMeer_48,CultuurgrondTotaal_49,k_001Tot1Ha_50,k_1Tot5Ha_51,k_5Tot10Ha_52,k_10Tot30Ha_53,k_30HaOfMeer_54,AkkerbouwTotaal_55,k_001Tot1Ha_56,k_1Tot5Ha_57,k_5Tot10Ha_58,k_10Tot30Ha_59,k_30HaOfMeer_60,TuinbouwOpenGrondTotaal_61,k_001Tot05Ha_62,k_05Tot1Ha_63,k_1Tot3Ha_64,k_3Tot10Ha_65,k_10HaOfMeer_66,TuinbouwOnderGlasTotaal_67,k_001Tot25Are_68,k_25Tot75Are_69,k_75Tot150Are_70,k_150Tot300Are_71,k_300AreOfMeer_72,BlijvendEnNatuurlijkGraslandTotaal_73,k_001Tot1Ha_74,k_1Tot5Ha_75,k_5Tot10Ha_76,k_10Tot30Ha_77,k_30HaOfMeer_78,BlijvendGraslandTotaal_79,k_001Tot1Ha_80,k_1Tot5Ha_81,k_5Tot10Ha_82,k_10Tot30Ha_83,k_30HaOfMeer_84,NatuurlijkGraslandTotaal_85,k_001Tot1Ha_86,k_1Tot5Ha_87,k_5Tot10Ha_88,k_10Tot30Ha_89,k_30HaOfMeer_90,NietCultuurgrondTotaal_91,k_001Tot1Ha_92,k_1Tot5Ha_93,k_5Tot10Ha_94,k_10Tot30Ha_95,k_30HaOfMeer_96
289,LG12  ,2009JJ00,1922,135,545,324,527,391,1191,101,271,203,340,276,840,81,79,232,283,165,328,89,97,59,54,29,748,150,292,124,142,40,721,152,289,118,133,29,71,6,16,22,19,8,1709,1124,557,19,6,3,35263,78,1590,2302,9261,22032,22935,53,785,1479,6067,14552,5389,21,58,433,1565,3313,38938,1044,4530,6079,11232,16053,6550,73,786,868,2436,2388,5278,74,776,826,2247,1355,1272,3,47,158,349,716,1909,524,893,122,106,265
290,LG13  ,2000JJ00,17646,1246,5005,3261,5664,2470,13816,1022,4012,3063,4434,1285,3387,505,508,1046,977,351,1517,447,438,337,218,77,9716,1811,3866,1422,2395,222,9555,1767,3795,1410,2379,204,292,102,120,34,27,9,13642,9853,3471,195,88,35,262934,619,13576,23379,103806,121554,173342,521,10849,22167,75751,64055,14496,133,337,1808,5261,6957,139703,4454,21063,34884,43596,35705,73699,929,9232,10053,39894,13592,69930,910,9080,9972,39628,10340,3770,47,255,233,418,2817,18967,4510,5765,1310,1369,6013
291,LG13  ,2001JJ00,16853,1142,4710,3099,5365,2537,13067,972,3526,2845,4381,1343,3128,429,437,1008,876,378,1434,413,387,312,235,87,9225,1659,3732,1385,2221,228,9074,1608,3681,1369,2207,209,280,104,99,39,26,12,12543,8763,3447,207,91,35,256671,573,12622,22108,98440,122929,172372,492,9584,20561,75537,66198,14789,116,291,1771,4775,7836,144519,4258,18728,32318,47855,41360,68066,851,8953,9777,37200,11285,66100,825,8837,9674,36950,9814,1965,49,210,255,433,1019,18258,4092,5856,1371,1371,5567
292,LG13  ,2002JJ00,16222,1179,4408,2859,5061,2715,12107,649,3171,2560,4226,1501,3258,441,446,968,972,431,1410,418,355,299,233,105,8815,1689,3521,1321,2037,247,8683,1651,3464,1310,2024,234,207,68,78,20,29,12,12691,8291,3954,249,153,44,259877,602,11946,20624,93590,133116,175132,357,8811,18652,74261,73051,16751,121,301,1737,5363,9229,152616,4386,17321,31217,47249,52441,66468,876,8659,9350,34898,12685,64531,858,8545,9277,34593,11257,1938,31,168,133,433,1172,20967,4056,6751,1703,2398,6059
293,LG13  ,2003JJ00,15479,1088,4135,2678,4874,2704,11572,583,2698,2234,4179,1878,3065,392,394,875,963,441,1331,373,342,275,238,103,7313,1557,3206,1077,1285,188,7154,1508,3139,1064,1276,167,226,74,85,24,27,16,12188,7868,3952,210,121,37,256775,552,11197,19300,89596,136130,189793,324,7507,16164,75220,90578,16863,99,268,1548,5269,9678,151926,4092,16930,29199,49217,52488,48600,804,7753,7507,21818,10718,45696,781,7609,7413,21618,8276,2904,34,184,165,427,2094,16890,3841,6614,1458,1990,2987
294,LG13  ,2004JJ00,15168,1044,4002,2692,4692,2738,11409,573,2558,2211,4017,2050,2950,356,406,831,922,435,1268,355,311,248,240,114,6611,1478,2969,973,1027,164,6403,1426,2884,946,1001,146,291,85,118,37,36,15,11916,7573,3981,210,126,26,257031,536,10906,19425,86493,139671,196759,324,7161,15994,73251,100029,17153,89,279,1471,5132,10182,154996,3940,15448,25968,49461,60180,41569,772,7200,6744,17326,9528,38465,747,6999,6546,16840,7333,3104,39,279,257,554,1974,15871,3721,6733,1433,1997,1989
295,LG13  ,2005JJ00,14733,1026,3731,2620,4589,2767,11016,458,2404,2148,3999,2007,2752,295,344,774,883,456,1235,337,298,241,229,130,6379,1378,2746,982,1085,188,6216,1334,2702,955,1059,166,269,71,101,44,39,14,11737,7174,4194,227,107,35,256161,523,10194,18892,84095,142458,193422,272,6890,15549,72134,98578,17469,92,232,1378,4934,10834,159506,3612,14841,25165,47433,68455,43674,724,6851,6910,18367,10822,40668,703,6745,6721,17876,8622,3007,33,252,321,673,1728,22318,3571,7191,1579,1673,8304
296,LG13  ,2006JJ00,14326,985,3448,2606,4523,2764,10844,443,2395,2285,3829,1892,2837,328,334,753,918,504,1187,312,280,244,218,133,6384,1367,2608,990,1158,261,6243,1361,2602,944,1105,231,304,38,95,78,77,16,12550,7599,4512,250,126,43,253774,494,9636,18878,83350,141417,185841,263,7062,16642,68649,93224,19142,81,230,1344,5163,12324,160113,3329,13718,25704,45353,72010,47191,721,6585,6993,20405,12487,43875,717,6554,6657,19406,10541,3315,20,265,559,1289,1183,23120,3853,7707,1718,1943,7899
297,LG13  ,2007JJ00,13714,877,3201,2479,4391,2766,10424,433,2227,2194,3697,1873,2729,322,327,703,853,524,1122,275,263,224,225,135,6281,1302,2563,975,1171,270,6088,1293,2538,914,1110,233,386,47,125,99,97,18,12008,7086,4521,224,128,49,251242,450,8995,17854,81192,142751,181804,250,6469,15922,66517,92647,19541,84,228,1279,4738,13212,164865,2915,12693,23629,46815,78813,48248,682,6552,6841,20652,13522,43953,680,6461,6410,19538,10865,4295,25,349,711,1650,1561,21025,3599,7717,1545,1952,6213
298,LG13  ,2008JJ00,13476,851,3112,2408,4315,2790,10336,404,2253,2142,3663,1874,2700,314,274,696,904,512,1046,246,239,202,209,150,6241,1372,2510,949,1131,279,6017,1363,2503,876,1047,228,466,57,137,110,128,34,11581,7239,4123,136,58,25,254081,429,8859,17430,79174,148188,181958,229,6575,15646,65855,93653,20300,83,192,1275,5129,13621,167920,2560,11852,20813,42556,90140,50144,715,6403,6724,19732,16570,42098,712,6371,6184,18245,10586,8045,28,383,804,2126,4704,15409,3771,6467,931,959,3282
299,LG13  ,2009JJ00,12989,709,3000,2316,4127,2837,10088,437,2133,2032,3599,1887,2647,301,263,676,887,520,977,205,230,187,195,160,6209,1433,2441,950,1108,277,5908,1433,2420,853,996,206,621,54,186,169,166,46,12317,7595,4500,127,61,34,250545,406,8622,16750,75901,148866,180648,254,6171,14775,65280,94168,20477,78,188,1268,4977,13966,172938,2271,11267,19860,40867,98673,47690,741,6269,6749,19305,14625,39307,741,6194,6041,17401,8930,8382,28,524,1231,2666,3933,18784,3937,7120,856,944,5927
300,LG14  ,2000JJ00,1575,45,265,298,592,375,1255,62,247,263,489,194,329,48,41,88,87,65,42,30,10,2,0,0,1056,141,358,203,307,47,1040,137,355,201,303,44,43,11,17,9,5,1,978,830,138,6,3,1,32338,19,819,2173,10703,18625,21006,26,722,1953,8555,9749,1613,12,29,154,523,895,810,241,408,161,0,0,9711,70,988,1413,5142,2097,9510,68,980,1396,5085,1981,201,5,45,55,55,41,1619,293,238,50,68,970
301,LG14  ,2001JJ00,1496,40,243,285,555,373,1201,58,234,226,490,193,300,40,36,79,85,60,45,33,11,1,0,0,1006,134,342,189,281,60,989,127,338,185,284,55,38,10,17,8,2,1,918,773,136,7,2,0,32247,14,761,2077,10223,19172,20987,26,682,1635,8599,10045,1567,10,26,145,530,856,792,248,463,81,0,0,9685,67,950,1324,4710,2634,9521,64,937,1293,4768,2459,164,4,46,50,22,41,587,276,228,51,33,0
302,LG14  ,2002JJ00,1436,38,238,263,510,387,1122,42,212,199,453,216,289,38,38,66,88,59,46,32,13,1,0,0,967,131,314,203,259,60,955,129,311,203,256,56,24,4,9,6,2,3,955,790,150,11,4,0,32264,16,742,1924,9407,20175,21192,19,654,1465,8038,11016,1564,10,27,116,541,870,890,208,601,81,0,0,9499,70,853,1423,4515,2638,9184,70,848,1416,4473,2377,315,1,18,44,31,221,691,306,249,83,53,0
303,LG14  ,2003JJ00,1290,36,205,224,459,366,1007,35,175,183,400,214,278,34,35,72,82,55,43,29,10,4,0,0,875,120,300,175,223,57,858,115,294,176,219,54,36,10,15,4,5,2,860,678,172,9,1,0,30493,16,643,1653,8431,19750,20399,16,523,1344,7212,11304,1460,9,24,133,501,793,967,201,433,334,0,0,8624,64,802,1221,3890,2646,8132,62,784,1228,3816,2243,491,4,49,28,72,338,645,265,306,62,12,0
304,LG14  ,2004JJ00,1264,32,215,199,455,363,975,35,161,156,390,233,269,35,31,64,85,54,34,22,10,2,0,0,832,118,297,165,201,51,819,116,292,169,195,47,39,10,18,2,7,2,849,647,187,11,4,0,30268,15,676,1461,8329,19787,21119,15,502,1144,7056,12403,1478,9,23,115,530,800,771,143,472,156,0,0,7664,62,801,1147,3397,2256,7293,62,795,1175,3298,1964,370,3,43,13,106,205,701,248,328,69,56,0
305,LG14  ,2005JJ00,1245,36,197,213,429,370,951,22,159,156,380,234,237,21,24,61,77,54,35,23,11,1,0,0,813,114,277,166,205,51,804,114,276,167,200,47,38,9,16,4,7,2,870,688,166,10,6,0,30607,18,606,1570,7925,20488,21174,11,490,1156,6945,12571,1401,10,17,116,482,775,774,169,526,80,0,0,8025,58,744,1160,3589,2474,7448,58,746,1166,3511,1967,577,3,42,21,103,408,703,267,290,67,79,0
306,LG14  ,2006JJ00,1215,33,185,204,428,365,939,27,145,167,381,219,242,25,31,59,74,53,30,19,8,3,0,0,803,116,270,143,219,55,796,117,270,141,216,52,45,7,25,6,6,1,928,706,205,9,5,1,29824,17,573,1519,7978,19736,20252,14,444,1234,6935,11626,1391,7,23,111,462,788,801,158,370,273,0,0,8173,63,769,1012,3850,2480,7869,64,761,1000,3801,2244,304,2,77,46,85,94,828,274,347,65,83,59
307,LG14  ,2007JJ00,1190,24,191,197,425,353,909,21,153,165,353,217,257,29,28,72,74,54,31,22,6,3,0,0,809,123,259,161,212,54,799,122,264,153,210,50,45,9,21,7,6,2,900,670,215,11,3,1,29314,13,614,1446,7998,19242,19622,10,473,1223,6399,11518,1437,10,19,134,455,820,779,213,275,291,0,0,8246,66,720,1120,3816,2524,7968,66,737,1074,3757,2334,279,3,59,46,98,72,1396,270,354,74,45,653
308,LG14  ,2008JJ00,1182,23,183,199,422,355,891,21,133,167,351,219,269,27,32,81,78,51,22,16,5,1,0,0,810,114,275,152,217,52,803,118,275,148,215,47,48,8,23,9,6,2,890,726,156,6,1,1,29424,12,587,1460,7909,19456,19738,13,402,1218,6404,11701,1439,8,22,149,466,795,465,134,233,98,0,0,8242,60,763,1069,3854,2496,7953,62,779,1041,3789,2281,289,3,66,63,84,72,646,283,228,41,13,80
309,LG14  ,2009JJ00,1161,26,193,188,404,350,871,28,144,153,327,219,272,28,33,84,74,53,17,12,4,1,0,0,805,127,276,134,213,55,795,125,281,135,206,48,81,13,39,15,10,4,984,808,163,9,3,1,29217,14,623,1394,7602,19585,19616,15,459,1146,6006,11991,1482,8,23,155,451,845,342,83,161,98,0,0,8116,67,773,936,3761,2578,7574,65,790,929,3613,2177,541,7,123,105,143,163,705,310,231,58,37,69
